feature_a,feature_b,feature_a_group,feature_b_group,feature_a_base,feature_b_base,feature_a_buffer_m,feature_b_buffer_m,spearman_r,abs_spearman_r,n_pairwise,collinearity_status
building_footprint_fraction_50m,road_density_m_per_ha_500m,buildings,roads,building_footprint_fraction,road_density_m_per_ha,50,500,-0.166696,0.166696,27,low_collinearity
building_footprint_fraction_50m,road_length_m_500m,buildings,roads,building_footprint_fraction,road_length_m,50,500,-0.166696,0.166696,27,low_collinearity
building_footprint_fraction_500m,road_density_m_per_ha_50m,buildings,roads,building_footprint_fraction,road_density_m_per_ha,500,50,0.166667,0.166667,27,low_collinearity
building_footprint_fraction_500m,road_length_m_50m,buildings,roads,building_footprint_fraction,road_length_m,500,50,0.166667,0.166667,27,low_collinearity
building_footprint_fraction_100m,major_road_length_m_100m,buildings,roads,building_footprint_fraction,major_road_length_m,100,100,0.166538,0.166538,27,low_collinearity
building_footprint_fraction_50m,major_road_length_m_100m,buildings,roads,building_footprint_fraction,major_road_length_m,50,100,-0.165953,0.165953,27,low_collinearity
landuse_entropy_50m,water_fraction_100m,landuse,water,landuse_entropy,water_fraction,50,100,0.164555,0.164555,24,low_collinearity
building_footprint_fraction_500m,major_road_length_m_50m,buildings,roads,building_footprint_fraction,major_road_length_m,500,50,0.164415,0.164415,27,low_collinearity
building_count_100m,major_road_length_m_250m,buildings,roads,building_count,major_road_length_m,100,250,-0.163870,0.163870,27,low_collinearity
building_footprint_fraction_500m,landuse_entropy_250m,buildings,landuse,building_footprint_fraction,landuse_entropy,500,250,0.163103,0.163103,27,low_collinearity
landuse_entropy_250m,road_density_m_per_ha_50m,landuse,roads,landuse_entropy,road_density_m_per_ha,250,50,-0.163103,0.163103,27,low_collinearity
landuse_entropy_250m,road_length_m_50m,landuse,roads,landuse_entropy,road_length_m,250,50,-0.163103,0.163103,27,low_collinearity
landuse_entropy_500m,distance_to_major_road_m_100m,landuse,roads,landuse_entropy,distance_to_major_road_m,500,100,0.162393,0.162393,27,low_collinearity
landuse_entropy_500m,distance_to_major_road_m_250m,landuse,roads,landuse_entropy,distance_to_major_road_m,500,250,0.162393,0.162393,27,low_collinearity
landuse_entropy_500m,distance_to_major_road_m_500m,landuse,roads,landuse_entropy,distance_to_major_road_m,500,500,0.162393,0.162393,27,low_collinearity
landuse_entropy_500m,distance_to_major_road_m_50m,landuse,roads,landuse_entropy,distance_to_major_road_m,500,50,0.162393,0.162393,27,low_collinearity
green_space_fraction_500m,major_road_length_m_250m,green,roads,green_space_fraction,major_road_length_m,500,250,-0.159584,0.159584,27,low_collinearity
distance_to_park_or_green_m_100m,landuse_entropy_500m,green,landuse,distance_to_park_or_green_m,landuse_entropy,100,500,-0.158187,0.158187,27,low_collinearity
distance_to_park_or_green_m_250m,landuse_entropy_500m,green,landuse,distance_to_park_or_green_m,landuse_entropy,250,500,-0.158187,0.158187,27,low_collinearity
distance_to_park_or_green_m_500m,landuse_entropy_500m,green,landuse,distance_to_park_or_green_m,landuse_entropy,500,500,-0.158187,0.158187,27,low_collinearity
distance_to_park_or_green_m_50m,landuse_entropy_500m,green,landuse,distance_to_park_or_green_m,landuse_entropy,50,500,-0.158187,0.158187,27,low_collinearity
building_footprint_fraction_250m,landuse_entropy_500m,buildings,landuse,building_footprint_fraction,landuse_entropy,250,500,-0.158120,0.158120,27,low_collinearity
building_count_500m,water_fraction_100m,buildings,water,building_count,water_fraction,500,100,-0.155068,0.155068,27,low_collinearity
building_count_50m,major_road_length_m_50m,buildings,roads,building_count,major_road_length_m,50,50,-0.154736,0.154736,27,low_collinearity
building_count_250m,landuse_entropy_100m,buildings,landuse,building_count,landuse_entropy,250,100,0.154384,0.154384,26,low_collinearity
building_count_50m,green_space_fraction_100m,buildings,green,building_count,green_space_fraction,50,100,0.153131,0.153131,27,low_collinearity
major_road_length_m_50m,water_fraction_250m,roads,water,major_road_length_m,water_fraction,50,250,-0.151929,0.151929,27,low_collinearity
major_road_length_m_500m,water_fraction_50m,roads,water,major_road_length_m,water_fraction,500,50,0.151097,0.151097,27,low_collinearity
building_count_50m,road_density_m_per_ha_500m,buildings,roads,building_count,road_density_m_per_ha,50,500,-0.149706,0.149706,27,low_collinearity
building_count_50m,road_length_m_500m,buildings,roads,building_count,road_length_m,50,500,-0.149706,0.149706,27,low_collinearity
landuse_entropy_100m,major_road_length_m_250m,landuse,roads,landuse_entropy,major_road_length_m,100,250,0.148883,0.148883,26,low_collinearity
building_count_250m,water_fraction_250m,buildings,water,building_count,water_fraction,250,250,-0.147955,0.147955,27,low_collinearity
landuse_entropy_500m,major_road_length_m_100m,landuse,roads,landuse_entropy,major_road_length_m,500,100,-0.147850,0.147850,27,low_collinearity
landuse_entropy_250m,major_road_length_m_100m,landuse,roads,landuse_entropy,major_road_length_m,250,100,-0.145746,0.145746,27,low_collinearity
building_count_250m,water_fraction_500m,buildings,water,building_count,water_fraction,250,500,0.143709,0.143709,27,low_collinearity
major_road_length_m_500m,water_fraction_100m,roads,water,major_road_length_m,water_fraction,500,100,0.142228,0.142228,27,low_collinearity
building_footprint_fraction_250m,distance_to_major_road_m_100m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,250,100,-0.140415,0.140415,27,low_collinearity
building_footprint_fraction_250m,distance_to_major_road_m_250m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,250,250,-0.140415,0.140415,27,low_collinearity
building_footprint_fraction_250m,distance_to_major_road_m_500m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,250,500,-0.140415,0.140415,27,low_collinearity
building_footprint_fraction_250m,distance_to_major_road_m_50m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,250,50,-0.140415,0.140415,27,low_collinearity
building_footprint_fraction_50m,green_space_fraction_50m,buildings,green,building_footprint_fraction,green_space_fraction,50,50,0.140143,0.140143,27,low_collinearity
building_count_100m,water_fraction_50m,buildings,water,building_count,water_fraction,100,50,-0.139662,0.139662,27,low_collinearity
distance_to_major_road_m_100m,road_density_m_per_ha_50m,roads,roads,distance_to_major_road_m,road_density_m_per_ha,100,50,-0.137973,0.137973,27,low_collinearity
distance_to_major_road_m_100m,road_length_m_50m,roads,roads,distance_to_major_road_m,road_length_m,100,50,-0.137973,0.137973,27,low_collinearity
distance_to_major_road_m_250m,road_density_m_per_ha_50m,roads,roads,distance_to_major_road_m,road_density_m_per_ha,250,50,-0.137973,0.137973,27,low_collinearity
distance_to_major_road_m_250m,road_length_m_50m,roads,roads,distance_to_major_road_m,road_length_m,250,50,-0.137973,0.137973,27,low_collinearity
distance_to_major_road_m_500m,road_density_m_per_ha_50m,roads,roads,distance_to_major_road_m,road_density_m_per_ha,500,50,-0.137973,0.137973,27,low_collinearity
distance_to_major_road_m_500m,road_length_m_50m,roads,roads,distance_to_major_road_m,road_length_m,500,50,-0.137973,0.137973,27,low_collinearity
distance_to_major_road_m_50m,road_density_m_per_ha_50m,roads,roads,distance_to_major_road_m,road_density_m_per_ha,50,50,-0.137973,0.137973,27,low_collinearity
distance_to_major_road_m_50m,road_length_m_50m,roads,roads,distance_to_major_road_m,road_length_m,50,50,-0.137973,0.137973,27,low_collinearity
building_count_100m,distance_to_major_road_m_100m,buildings,roads,building_count,distance_to_major_road_m,100,100,0.136683,0.136683,27,low_collinearity
building_count_100m,distance_to_major_road_m_250m,buildings,roads,building_count,distance_to_major_road_m,100,250,0.136683,0.136683,27,low_collinearity
building_count_100m,distance_to_major_road_m_500m,buildings,roads,building_count,distance_to_major_road_m,100,500,0.136683,0.136683,27,low_collinearity
building_count_100m,distance_to_major_road_m_50m,buildings,roads,building_count,distance_to_major_road_m,100,50,0.136683,0.136683,27,low_collinearity
building_footprint_fraction_500m,green_space_fraction_100m,buildings,green,building_footprint_fraction,green_space_fraction,500,100,-0.136653,0.136653,27,low_collinearity
green_space_fraction_250m,road_density_m_per_ha_500m,green,roads,green_space_fraction,road_density_m_per_ha,250,500,-0.135334,0.135334,27,low_collinearity
green_space_fraction_250m,road_length_m_500m,green,roads,green_space_fraction,road_length_m,250,500,-0.135334,0.135334,27,low_collinearity
major_road_length_m_50m,water_fraction_50m,roads,water,major_road_length_m,water_fraction,50,50,-0.135020,0.135020,27,low_collinearity
landuse_entropy_500m,water_fraction_250m,landuse,water,landuse_entropy,water_fraction,500,250,0.134952,0.134952,27,low_collinearity
building_count_50m,major_road_length_m_250m,buildings,roads,building_count,major_road_length_m,50,250,-0.133521,0.133521,27,low_collinearity
building_count_100m,major_road_length_m_500m,buildings,roads,building_count,major_road_length_m,100,500,-0.133010,0.133010,27,low_collinearity
landuse_entropy_100m,road_density_m_per_ha_250m,landuse,roads,landuse_entropy,road_density_m_per_ha,100,250,0.132902,0.132902,26,low_collinearity
landuse_entropy_100m,road_length_m_250m,landuse,roads,landuse_entropy,road_length_m,100,250,0.132902,0.132902,26,low_collinearity
major_road_length_m_50m,road_density_m_per_ha_500m,roads,roads,major_road_length_m,road_density_m_per_ha,50,500,0.131678,0.131678,27,low_collinearity
major_road_length_m_50m,road_length_m_500m,roads,roads,major_road_length_m,road_length_m,50,500,0.131678,0.131678,27,low_collinearity
building_footprint_fraction_500m,water_fraction_500m,buildings,water,building_footprint_fraction,water_fraction,500,500,0.131561,0.131561,27,low_collinearity
building_count_50m,building_count_500m,buildings,buildings,building_count,building_count,50,500,0.131131,0.131131,27,low_collinearity
green_space_fraction_50m,major_road_length_m_50m,green,roads,green_space_fraction,major_road_length_m,50,50,-0.129132,0.129132,27,low_collinearity
building_footprint_fraction_500m,distance_to_major_road_m_100m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,500,100,-0.128205,0.128205,27,low_collinearity
building_footprint_fraction_500m,distance_to_major_road_m_250m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,500,250,-0.128205,0.128205,27,low_collinearity
building_footprint_fraction_500m,distance_to_major_road_m_500m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,500,500,-0.128205,0.128205,27,low_collinearity
building_footprint_fraction_500m,distance_to_major_road_m_50m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,500,50,-0.128205,0.128205,27,low_collinearity
distance_to_park_or_green_m_100m,road_density_m_per_ha_500m,green,roads,distance_to_park_or_green_m,road_density_m_per_ha,100,500,-0.127176,0.127176,27,low_collinearity
distance_to_park_or_green_m_100m,road_length_m_500m,green,roads,distance_to_park_or_green_m,road_length_m,100,500,-0.127176,0.127176,27,low_collinearity
distance_to_park_or_green_m_250m,road_density_m_per_ha_500m,green,roads,distance_to_park_or_green_m,road_density_m_per_ha,250,500,-0.127176,0.127176,27,low_collinearity
distance_to_park_or_green_m_250m,road_length_m_500m,green,roads,distance_to_park_or_green_m,road_length_m,250,500,-0.127176,0.127176,27,low_collinearity
distance_to_park_or_green_m_500m,road_density_m_per_ha_500m,green,roads,distance_to_park_or_green_m,road_density_m_per_ha,500,500,-0.127176,0.127176,27,low_collinearity
distance_to_park_or_green_m_500m,road_length_m_500m,green,roads,distance_to_park_or_green_m,road_length_m,500,500,-0.127176,0.127176,27,low_collinearity
distance_to_park_or_green_m_50m,road_density_m_per_ha_500m,green,roads,distance_to_park_or_green_m,road_density_m_per_ha,50,500,-0.127176,0.127176,27,low_collinearity
distance_to_park_or_green_m_50m,road_length_m_500m,green,roads,distance_to_park_or_green_m,road_length_m,50,500,-0.127176,0.127176,27,low_collinearity
green_space_fraction_100m,landuse_entropy_250m,green,landuse,green_space_fraction,landuse_entropy,100,250,0.127016,0.127016,27,low_collinearity
building_count_250m,water_fraction_100m,buildings,water,building_count,water_fraction,250,100,-0.126977,0.126977,27,low_collinearity
building_footprint_fraction_100m,water_fraction_500m,buildings,water,building_footprint_fraction,water_fraction,100,500,0.126431,0.126431,27,low_collinearity
major_road_length_m_500m,distance_to_water_m_100m,roads,water,major_road_length_m,distance_to_water_m,500,100,0.126393,0.126393,27,low_collinearity
major_road_length_m_500m,distance_to_water_m_250m,roads,water,major_road_length_m,distance_to_water_m,500,250,0.126393,0.126393,27,low_collinearity
major_road_length_m_500m,distance_to_water_m_500m,roads,water,major_road_length_m,distance_to_water_m,500,500,0.126393,0.126393,27,low_collinearity
major_road_length_m_500m,distance_to_water_m_50m,roads,water,major_road_length_m,distance_to_water_m,500,50,0.126393,0.126393,27,low_collinearity
building_footprint_fraction_100m,water_fraction_50m,buildings,water,building_footprint_fraction,water_fraction,100,50,-0.125933,0.125933,27,low_collinearity
building_count_500m,water_fraction_50m,buildings,water,building_count,water_fraction,500,50,-0.125914,0.125914,27,low_collinearity
major_road_length_m_500m,road_density_m_per_ha_50m,roads,roads,major_road_length_m,road_density_m_per_ha,500,50,0.125782,0.125782,27,low_collinearity
major_road_length_m_500m,road_length_m_50m,roads,roads,major_road_length_m,road_length_m,500,50,0.125782,0.125782,27,low_collinearity
building_count_250m,landuse_entropy_250m,buildings,landuse,building_count,landuse_entropy,250,250,0.124389,0.124389,27,low_collinearity
green_space_fraction_100m,major_road_length_m_250m,green,roads,green_space_fraction,major_road_length_m,100,250,-0.122592,0.122592,27,low_collinearity
green_space_fraction_250m,road_density_m_per_ha_250m,green,roads,green_space_fraction,road_density_m_per_ha,250,250,0.121250,0.121250,27,low_collinearity
green_space_fraction_250m,road_length_m_250m,green,roads,green_space_fraction,road_length_m,250,250,0.121250,0.121250,27,low_collinearity
building_count_50m,road_density_m_per_ha_50m,buildings,roads,building_count,road_density_m_per_ha,50,50,0.120080,0.120080,27,low_collinearity
building_count_50m,road_length_m_50m,buildings,roads,building_count,road_length_m,50,50,0.120080,0.120080,27,low_collinearity
green_space_fraction_250m,major_road_length_m_500m,green,roads,green_space_fraction,major_road_length_m,250,500,-0.118206,0.118206,27,low_collinearity
building_footprint_fraction_250m,water_fraction_250m,buildings,water,building_footprint_fraction,water_fraction,250,250,0.116764,0.116764,27,low_collinearity
green_space_fraction_250m,road_density_m_per_ha_50m,green,roads,green_space_fraction,road_density_m_per_ha,250,50,0.115738,0.115738,27,low_collinearity
green_space_fraction_250m,road_length_m_50m,green,roads,green_space_fraction,road_length_m,250,50,0.115738,0.115738,27,low_collinearity
major_road_length_m_500m,road_density_m_per_ha_100m,roads,roads,major_road_length_m,road_density_m_per_ha,500,100,0.114792,0.114792,27,low_collinearity
major_road_length_m_500m,road_length_m_100m,roads,roads,major_road_length_m,road_length_m,500,100,0.114792,0.114792,27,low_collinearity
building_footprint_fraction_500m,distance_to_water_m_100m,buildings,water,building_footprint_fraction,distance_to_water_m,500,100,-0.114164,0.114164,27,low_collinearity
building_footprint_fraction_500m,distance_to_water_m_250m,buildings,water,building_footprint_fraction,distance_to_water_m,500,250,-0.114164,0.114164,27,low_collinearity
building_footprint_fraction_500m,distance_to_water_m_500m,buildings,water,building_footprint_fraction,distance_to_water_m,500,500,-0.114164,0.114164,27,low_collinearity
building_footprint_fraction_500m,distance_to_water_m_50m,buildings,water,building_footprint_fraction,distance_to_water_m,500,50,-0.114164,0.114164,27,low_collinearity
building_footprint_fraction_250m,green_space_fraction_100m,buildings,green,building_footprint_fraction,green_space_fraction,250,100,-0.113662,0.113662,27,low_collinearity
building_footprint_fraction_100m,water_fraction_100m,buildings,water,building_footprint_fraction,water_fraction,100,100,-0.113602,0.113602,27,low_collinearity
building_footprint_fraction_100m,distance_to_water_m_100m,buildings,water,building_footprint_fraction,distance_to_water_m,100,100,-0.113588,0.113588,27,low_collinearity
building_footprint_fraction_100m,distance_to_water_m_250m,buildings,water,building_footprint_fraction,distance_to_water_m,100,250,-0.113588,0.113588,27,low_collinearity
building_footprint_fraction_100m,distance_to_water_m_500m,buildings,water,building_footprint_fraction,distance_to_water_m,100,500,-0.113588,0.113588,27,low_collinearity
building_footprint_fraction_100m,distance_to_water_m_50m,buildings,water,building_footprint_fraction,distance_to_water_m,100,50,-0.113588,0.113588,27,low_collinearity
building_count_250m,water_fraction_50m,buildings,water,building_count,water_fraction,250,50,-0.113375,0.113375,27,low_collinearity
road_density_m_per_ha_250m,water_fraction_100m,roads,water,road_density_m_per_ha,water_fraction,250,100,0.111592,0.111592,27,low_collinearity
road_length_m_250m,water_fraction_100m,roads,water,road_length_m,water_fraction,250,100,0.111592,0.111592,27,low_collinearity
green_space_fraction_100m,major_road_length_m_500m,green,roads,green_space_fraction,major_road_length_m,100,500,-0.111088,0.111088,27,low_collinearity
building_count_50m,landuse_entropy_100m,buildings,landuse,building_count,landuse_entropy,50,100,-0.110009,0.110009,26,low_collinearity
building_footprint_fraction_50m,road_density_m_per_ha_250m,buildings,roads,building_footprint_fraction,road_density_m_per_ha,50,250,-0.108228,0.108228,27,low_collinearity
building_footprint_fraction_50m,road_length_m_250m,buildings,roads,building_footprint_fraction,road_length_m,50,250,-0.108228,0.108228,27,low_collinearity
major_road_length_m_100m,road_density_m_per_ha_250m,roads,roads,major_road_length_m,road_density_m_per_ha,100,250,0.108068,0.108068,27,low_collinearity
major_road_length_m_100m,road_length_m_250m,roads,roads,major_road_length_m,road_length_m,100,250,0.108068,0.108068,27,low_collinearity
landuse_entropy_500m,road_density_m_per_ha_250m,landuse,roads,landuse_entropy,road_density_m_per_ha,500,250,-0.106838,0.106838,27,low_collinearity
landuse_entropy_500m,road_length_m_250m,landuse,roads,landuse_entropy,road_length_m,500,250,-0.106838,0.106838,27,low_collinearity
major_road_length_m_250m,road_density_m_per_ha_100m,roads,roads,major_road_length_m,road_density_m_per_ha,250,100,0.104555,0.104555,27,low_collinearity
major_road_length_m_250m,road_length_m_100m,roads,roads,major_road_length_m,road_length_m,250,100,0.104555,0.104555,27,low_collinearity
building_count_100m,green_space_fraction_100m,buildings,green,building_count,green_space_fraction,100,100,0.104178,0.104178,27,low_collinearity
building_footprint_fraction_50m,green_space_fraction_100m,buildings,green,building_footprint_fraction,green_space_fraction,50,100,0.103265,0.103265,27,low_collinearity
green_space_fraction_500m,landuse_entropy_250m,green,landuse,green_space_fraction,landuse_entropy,500,250,0.103238,0.103238,27,low_collinearity
building_footprint_fraction_50m,distance_to_park_or_green_m_100m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,50,100,-0.103082,0.103082,27,low_collinearity
building_footprint_fraction_50m,distance_to_park_or_green_m_250m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,50,250,-0.103082,0.103082,27,low_collinearity
building_footprint_fraction_50m,distance_to_park_or_green_m_500m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,50,500,-0.103082,0.103082,27,low_collinearity
building_footprint_fraction_50m,distance_to_park_or_green_m_50m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,50,50,-0.103082,0.103082,27,low_collinearity
building_footprint_fraction_500m,green_space_fraction_50m,buildings,green,building_footprint_fraction,green_space_fraction,500,50,-0.100648,0.100648,27,low_collinearity
green_space_fraction_50m,landuse_entropy_500m,green,landuse,green_space_fraction,landuse_entropy,50,500,-0.100648,0.100648,27,low_collinearity
green_space_fraction_250m,water_fraction_500m,green,water,green_space_fraction,water_fraction,250,500,0.100544,0.100544,27,low_collinearity
landuse_entropy_250m,road_density_m_per_ha_250m,landuse,roads,landuse_entropy,road_density_m_per_ha,250,250,0.099572,0.099572,27,low_collinearity
landuse_entropy_250m,road_length_m_250m,landuse,roads,landuse_entropy,road_length_m,250,250,0.099572,0.099572,27,low_collinearity
building_footprint_fraction_100m,green_space_fraction_50m,buildings,green,building_footprint_fraction,green_space_fraction,100,50,0.099001,0.099001,27,low_collinearity
building_count_50m,major_road_length_m_100m,buildings,roads,building_count,major_road_length_m,50,100,-0.098158,0.098158,27,low_collinearity
road_density_m_per_ha_500m,water_fraction_100m,roads,water,road_density_m_per_ha,water_fraction,500,100,-0.097767,0.097767,27,low_collinearity
road_length_m_500m,water_fraction_100m,roads,water,road_length_m,water_fraction,500,100,-0.097767,0.097767,27,low_collinearity
building_count_50m,water_fraction_250m,buildings,water,building_count,water_fraction,50,250,0.095959,0.095959,27,low_collinearity
building_count_250m,landuse_entropy_500m,buildings,landuse,building_count,landuse_entropy,250,500,-0.094380,0.094380,27,low_collinearity
building_footprint_fraction_250m,water_fraction_100m,buildings,water,building_footprint_fraction,water_fraction,250,100,-0.093817,0.093817,27,low_collinearity
landuse_entropy_500m,distance_to_water_m_100m,landuse,water,landuse_entropy,distance_to_water_m,500,100,-0.092796,0.092796,27,low_collinearity
landuse_entropy_500m,distance_to_water_m_250m,landuse,water,landuse_entropy,distance_to_water_m,500,250,-0.092796,0.092796,27,low_collinearity
landuse_entropy_500m,distance_to_water_m_500m,landuse,water,landuse_entropy,distance_to_water_m,500,500,-0.092796,0.092796,27,low_collinearity
landuse_entropy_500m,distance_to_water_m_50m,landuse,water,landuse_entropy,distance_to_water_m,500,50,-0.092796,0.092796,27,low_collinearity
building_count_250m,major_road_length_m_250m,buildings,roads,building_count,major_road_length_m,250,250,0.090548,0.090548,27,low_collinearity
building_footprint_fraction_500m,distance_to_park_or_green_m_100m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,500,100,0.090213,0.090213,27,low_collinearity
building_footprint_fraction_500m,distance_to_park_or_green_m_250m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,500,250,0.090213,0.090213,27,low_collinearity
building_footprint_fraction_500m,distance_to_park_or_green_m_500m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,500,500,0.090213,0.090213,27,low_collinearity
building_footprint_fraction_500m,distance_to_park_or_green_m_50m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,500,50,0.090213,0.090213,27,low_collinearity
building_count_500m,water_fraction_250m,buildings,water,building_count,water_fraction,500,250,-0.088951,0.088951,27,low_collinearity
green_space_fraction_250m,distance_to_water_m_100m,green,water,green_space_fraction,distance_to_water_m,250,100,-0.086957,0.086957,27,low_collinearity
green_space_fraction_250m,distance_to_water_m_250m,green,water,green_space_fraction,distance_to_water_m,250,250,-0.086957,0.086957,27,low_collinearity
green_space_fraction_250m,distance_to_water_m_500m,green,water,green_space_fraction,distance_to_water_m,250,500,-0.086957,0.086957,27,low_collinearity
green_space_fraction_250m,distance_to_water_m_50m,green,water,green_space_fraction,distance_to_water_m,250,50,-0.086957,0.086957,27,low_collinearity
building_count_100m,water_fraction_500m,buildings,water,building_count,water_fraction,100,500,0.086558,0.086558,27,low_collinearity
green_space_fraction_500m,road_density_m_per_ha_100m,green,roads,green_space_fraction,road_density_m_per_ha,500,100,-0.083639,0.083639,27,low_collinearity
green_space_fraction_500m,road_length_m_100m,green,roads,green_space_fraction,road_length_m,500,100,-0.083639,0.083639,27,low_collinearity
road_density_m_per_ha_250m,distance_to_water_m_100m,roads,water,road_density_m_per_ha,distance_to_water_m,250,100,-0.083639,0.083639,27,low_collinearity
road_density_m_per_ha_250m,distance_to_water_m_250m,roads,water,road_density_m_per_ha,distance_to_water_m,250,250,-0.083639,0.083639,27,low_collinearity
road_density_m_per_ha_250m,distance_to_water_m_500m,roads,water,road_density_m_per_ha,distance_to_water_m,250,500,-0.083639,0.083639,27,low_collinearity
road_density_m_per_ha_250m,distance_to_water_m_50m,roads,water,road_density_m_per_ha,distance_to_water_m,250,50,-0.083639,0.083639,27,low_collinearity
road_length_m_250m,distance_to_water_m_100m,roads,water,road_length_m,distance_to_water_m,250,100,-0.083639,0.083639,27,low_collinearity
road_length_m_250m,distance_to_water_m_250m,roads,water,road_length_m,distance_to_water_m,250,250,-0.083639,0.083639,27,low_collinearity
road_length_m_250m,distance_to_water_m_500m,roads,water,road_length_m,distance_to_water_m,250,500,-0.083639,0.083639,27,low_collinearity
road_length_m_250m,distance_to_water_m_50m,roads,water,road_length_m,distance_to_water_m,250,50,-0.083639,0.083639,27,low_collinearity
distance_to_park_or_green_m_100m,major_road_length_m_250m,green,roads,distance_to_park_or_green_m,major_road_length_m,100,250,0.078901,0.078901,27,low_collinearity
distance_to_park_or_green_m_250m,major_road_length_m_250m,green,roads,distance_to_park_or_green_m,major_road_length_m,250,250,0.078901,0.078901,27,low_collinearity
distance_to_park_or_green_m_500m,major_road_length_m_250m,green,roads,distance_to_park_or_green_m,major_road_length_m,500,250,0.078901,0.078901,27,low_collinearity
distance_to_park_or_green_m_50m,major_road_length_m_250m,green,roads,distance_to_park_or_green_m,major_road_length_m,50,250,0.078901,0.078901,27,low_collinearity
green_space_fraction_500m,road_density_m_per_ha_250m,green,roads,green_space_fraction,road_density_m_per_ha,500,250,-0.078144,0.078144,27,low_collinearity
green_space_fraction_500m,road_length_m_250m,green,roads,green_space_fraction,road_length_m,500,250,-0.078144,0.078144,27,low_collinearity
landuse_entropy_250m,water_fraction_250m,landuse,water,landuse_entropy,water_fraction,250,250,0.077526,0.077526,27,low_collinearity
building_count_100m,water_fraction_100m,buildings,water,building_count,water_fraction,100,100,-0.077185,0.077185,27,low_collinearity
building_count_100m,major_road_length_m_50m,buildings,roads,building_count,major_road_length_m,100,50,0.076303,0.076303,27,low_collinearity
green_space_fraction_250m,water_fraction_50m,green,water,green_space_fraction,water_fraction,250,50,-0.075769,0.075769,27,low_collinearity
road_density_m_per_ha_500m,water_fraction_50m,roads,water,road_density_m_per_ha,water_fraction,500,50,-0.075537,0.075537,27,low_collinearity
road_length_m_500m,water_fraction_50m,roads,water,road_length_m,water_fraction,500,50,-0.075537,0.075537,27,low_collinearity
building_count_500m,landuse_entropy_500m,buildings,landuse,building_count,landuse_entropy,500,500,0.073577,0.073577,27,low_collinearity
building_footprint_fraction_50m,building_footprint_fraction_500m,buildings,buildings,building_footprint_fraction,building_footprint_fraction,50,500,-0.071530,0.071530,27,low_collinearity
building_count_250m,major_road_length_m_500m,buildings,roads,building_count,major_road_length_m,250,500,0.070567,0.070567,27,low_collinearity
landuse_entropy_50m,water_fraction_250m,landuse,water,landuse_entropy,water_fraction,50,250,-0.069445,0.069445,24,low_collinearity
building_count_500m,green_space_fraction_100m,buildings,green,building_count,green_space_fraction,500,100,-0.069309,0.069309,27,low_collinearity
landuse_entropy_500m,road_density_m_per_ha_500m,landuse,roads,landuse_entropy,road_density_m_per_ha,500,500,0.068987,0.068987,27,low_collinearity
landuse_entropy_500m,road_length_m_500m,landuse,roads,landuse_entropy,road_length_m,500,500,0.068987,0.068987,27,low_collinearity
green_space_fraction_500m,landuse_entropy_50m,green,landuse,green_space_fraction,landuse_entropy,500,50,-0.067836,0.067836,24,low_collinearity
building_footprint_fraction_50m,landuse_entropy_500m,buildings,landuse,building_footprint_fraction,landuse_entropy,50,500,-0.067176,0.067176,27,low_collinearity
green_space_fraction_50m,road_density_m_per_ha_500m,green,roads,green_space_fraction,road_density_m_per_ha,50,500,0.067099,0.067099,27,low_collinearity
green_space_fraction_50m,road_length_m_500m,green,roads,green_space_fraction,road_length_m,50,500,0.067099,0.067099,27,low_collinearity
building_count_100m,landuse_entropy_100m,buildings,landuse,building_count,landuse_entropy,100,100,-0.066202,0.066202,26,low_collinearity
building_count_250m,landuse_entropy_50m,buildings,landuse,building_count,landuse_entropy,250,50,0.065774,0.065774,24,low_collinearity
building_footprint_fraction_500m,landuse_entropy_500m,buildings,landuse,building_footprint_fraction,landuse_entropy,500,500,-0.065324,0.065324,27,low_collinearity
building_footprint_fraction_50m,water_fraction_250m,buildings,water,building_footprint_fraction,water_fraction,50,250,0.064485,0.064485,27,low_collinearity
building_count_250m,major_road_length_m_50m,buildings,roads,building_count,major_road_length_m,250,50,-0.063331,0.063331,27,low_collinearity
building_footprint_fraction_500m,water_fraction_250m,buildings,water,building_footprint_fraction,water_fraction,500,250,-0.062565,0.062565,27,low_collinearity
landuse_entropy_100m,water_fraction_500m,landuse,water,landuse_entropy,water_fraction,100,500,0.062394,0.062394,26,low_collinearity
building_footprint_fraction_250m,landuse_entropy_50m,buildings,landuse,building_footprint_fraction,landuse_entropy,250,50,0.061331,0.061331,24,low_collinearity
