source_path,row_id,model_name,official_wbgt_c,model_score,station_id,hour_sgt,timestamp,date,cv_scheme,fold,residual_c,abs_error_c,obs_ge31,pred_ge31_fixed,obs_ge33,pred_ge33_fixed,ge31_event_class,observed_wbgt_bin,predicted_score_bin
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1063,M4_inertia_ridge,30.5,31.20308651563111,S146,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-0.7030865156311101,0.7030865156311101,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1190,M4_inertia_ridge,30.2,31.19812961114675,S148,14,2026-05-07 14:00:00+08:00,2026-05-07,loso,S148,-0.9981296111467515,0.9981296111467515,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,170,M7_compact_weather_ridge,29.9,31.18832895048829,S126,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S126,-1.2883289504882924,1.2883289504882924,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1559,M4_inertia_ridge,30.5,31.188244487656505,S184,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S184,-0.6882444876565046,0.6882444876565046,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1348,M4_inertia_ridge,30.2,31.188233923419567,S150,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S150,-0.9882339234195676,0.9882339234195676,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,728,M4_inertia_ridge,29.4,31.18668491473402,S140,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S140,-1.7866849147340211,1.7866849147340211,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1252,M4_inertia_ridge,30.6,31.18221555518183,S149,14,2026-05-07 14:00:00+08:00,2026-05-07,loso,S149,-0.5822155551818291,0.5822155551818291,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,753,M4_inertia_ridge,30.2,31.17340155986929,S141,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S141,-0.9734015598692913,0.9734015598692913,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,665,M4_inertia_ridge,30.2,31.172055157353427,S139,12,2026-05-10 12:00:00+08:00,2026-05-10,loso,S139,-0.9720551573534273,0.9720551573534273,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,667,M4_inertia_ridge,30.6,31.16899340578352,S139,14,2026-05-10 14:00:00+08:00,2026-05-10,time_block,time_block_04,-0.5689934057835195,0.5689934057835195,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1065,M7_compact_weather_ridge,30.7,31.162613866471865,S146,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,-0.462613866471866,0.462613866471866,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,632,M4_inertia_ridge,29.6,31.1591815271238,S139,14,2026-05-07 14:00:00+08:00,2026-05-07,loso,S139,-1.5591815271237977,1.5591815271237977,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1373,M4_inertia_ridge,30.4,31.152104038394533,S151,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-0.7521040383945348,0.7521040383945348,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1063,M4_inertia_ridge,30.5,31.149763647802807,S146,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S146,-0.649763647802807,0.649763647802807,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,170,M4_inertia_ridge,29.9,31.14857136905685,S126,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S126,-1.248571369056851,1.248571369056851,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,915,M4_inertia_ridge,30.5,31.145586140991885,S143,14,2026-05-10 14:00:00+08:00,2026-05-10,loso,S143,-0.6455861409918846,0.6455861409918846,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,44,M4_inertia_ridge,29.9,31.137496346571176,S124,11,2026-05-10 11:00:00+08:00,2026-05-10,loso,S124,-1.2374963465711772,1.2374963465711772,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1099,M7_compact_weather_ridge,30.4,31.13712817823012,S146,12,2026-05-10 12:00:00+08:00,2026-05-10,loso,S146,-0.7371281782301224,0.7371281782301224,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1040,M7_compact_weather_ridge,29.7,31.12813601426521,S145,15,2026-05-10 15:00:00+08:00,2026-05-10,time_block,time_block_04,-1.4281360142652098,1.4281360142652098,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,544,M7_compact_weather_ridge,29.4,31.12813601426521,S135,15,2026-05-10 15:00:00+08:00,2026-05-10,time_block,time_block_04,-1.7281360142652105,1.7281360142652105,False,True,False,False,false_alarm,29-30,31-32
